instructor_id,name,expertise_area,rating,join_date
i05624,Lucas Miller,Music,4.5,9/25/2018
i05625,Sophia Smith,Biology,4.8,10/21/2021
i05626,Karan Lee,Physics,3.9,10/2/2018
i05627,Mia Sharma,Music,3.7,3/31/2018
i05628,Mia Walker,Data Science,3.4,9/1/2019
i05629,Aarav Wilson,Business,4,8/7/2021
i05630,Mia Davis,Math,3.2,3/26/2021
i05631,Vihaan Smith,Design,4.7,10/27/2018
i05632,Aanya Patel,Design,3.9,8/18/2021
i05633,Olivia Sharma,Music,4.1,5/29/2019
i05634,Vihaan Singh,AI,3.8,8/6/2019
i05635,Lucas Lee,Programming,4.9,1/2/2021
i05636,Vihaan Lewis,AI,4.7,11/29/2018
i05637,Sophia Brown,Business,5,3/23/2021
i05638,Noah Johnson,Business,4.1,12/11/2019
i05639,Meera Moore,AI,3.1,4/12/2019
i05640,Sophia Taylor,Music,3.8,7/3/2019
i05641,Vihaan Thomas,AI,4.3,5/1/2019
i05642,Zara Davis,Business,4.3,6/11/2018
i05643,Karan Lewis,Music,4.4,8/7/2019
i05644,Olivia Johnson,Math,3.6,6/13/2020
i05645,Eva Singh,Programming,4.3,6/11/2018
i05646,Zara Hall,Data Science,3.2,5/26/2021
i05647,Eva Moore,Design,3.7,5/20/2019
i05648,Isabella Moore,Math,4.8,5/3/2020
i05649,Meera Lee,Physics,4,1/26/2018
i05650,Emma Taylor,Business,3.4,5/22/2018
i05651,Meera Clark,History,4.2,2/2/2018
i05652,Amelia Sharma,Design,3.6,10/10/2020
i05653,Amelia Taylor,Math,3.6,12/5/2021
i05654,Sophia Johnson,Music,4.9,7/28/2020
i05655,Isabella Sharma,Physics,4.5,2/28/2018
i05656,Sophia Sharma,Biology,4,10/31/2019
i05657,Eva Lewis,Physics,3.6,1/24/2021
i05658,Arjun Johnson,Physics,3.4,8/17/2019
i05659,Karan Johnson,AI,5,9/16/2020
i05660,Noah Hall,Data Science,3.1,11/12/2018
i05661,Lucas Anderson,Biology,5,3/22/2020
i05662,Benjamin Hall,Music,3.8,1/18/2018
i05663,Aarav Singh,AI,3.1,2/25/2018
i05664,Meera Davis,Programming,3.1,10/6/2019
i05665,Eva Taylor,Data Science,3,1/26/2021
i05666,Amelia Brown,Music,4.1,11/11/2021
i05667,Noah Anderson,Business,3.5,12/17/2018
i05668,Arjun Thomas,Data Science,4.9,9/8/2018
i05669,Noah Patel,Biology,4.7,10/1/2018
i05670,Zara Lewis,Programming,4.3,11/29/2018
i05671,Vihaan Singh,AI,3.2,3/3/2021
i05672,Emma Wilson,History,4,6/7/2019
i05673,Olivia Johnson,Math,4.6,6/24/2021
i05674,Vihaan Hall,Biology,3.4,11/17/2021
i05675,Vihaan Singh,Programming,3.6,2/14/2021
i05676,Amelia Davis,Physics,3.7,1/31/2018
i05677,Emma Verma,Music,3.6,7/11/2021
i05678,Ethan Lee,Design,3.8,3/25/2020
i05679,Aarav Anderson,Design,4.3,5/1/2019
i05680,Lucas Anderson,Physics,4.9,3/30/2021
i05681,Ethan Martin,AI,3.2,12/20/2018
i05682,Aanya Davis,Biology,4.1,11/6/2019
i05683,Eva Thomas,Music,4.6,10/8/2021
i05684,Emma Walker,Music,4.4,12/24/2019
i05685,Lucas Hall,Physics,4.9,11/17/2019
i05686,Amelia Martin,Physics,3.4,5/23/2018
i05687,Sophia Taylor,Music,3.1,1/8/2018
i05688,Noah Davis,Programming,3.8,5/24/2020
i05689,Sophia Miller,Biology,4.2,5/3/2020
i05690,Ethan Patel,Music,3.4,7/30/2019
i05691,Aarav Verma,Business,4.3,3/17/2021
i05692,Aarav Smith,Physics,4.3,12/10/2019
i05693,Benjamin Moore,Biology,3.4,3/23/2018
i05694,Liam Brown,Music,3.3,12/7/2020
i05695,Amelia Lee,Biology,4.3,4/14/2020
i05696,Aarav Walker,Math,4.5,3/31/2020
i05697,Noah Smith,Biology,4.1,4/7/2018
i05698,Noah Clark,Biology,4.6,8/3/2018
i05699,Zara Taylor,History,4.9,1/27/2020
i05700,Ethan Sharma,Business,3.1,3/28/2020
i05701,Vihaan Sharma,Data Science,3.6,6/16/2018
i05702,Benjamin Martin,AI,4,4/15/2021
i05703,Aanya Lee,Data Science,3.8,3/9/2019
i05704,Emma Davis,Design,3.1,2/17/2020
i05705,Ethan Singh,Music,3.8,2/18/2019
i05706,Karan Singh,Music,3.6,1/28/2019
i05707,Vihaan Johnson,Data Science,3.8,2/25/2020
i05708,Vihaan Singh,Biology,3.7,1/28/2019
i05709,Aarav Wilson,Business,4.7,12/9/2021
i05710,Emma Miller,Math,4.4,10/24/2020
i05711,Ethan Taylor,Data Science,4.2,8/5/2019
i05712,Lucas Walker,Data Science,3.8,5/23/2019
i05713,Amelia Verma,Math,3.5,7/23/2021
i05714,Riya Hall,History,4.7,8/23/2018
i05715,Eva Clark,Programming,3.2,7/2/2021
i05716,Mia Patel,Music,3.2,12/1/2019
i05717,Eva Taylor,Design,3,6/9/2019
i05718,Liam Johnson,AI,3.1,11/22/2020
i05719,Riya Patel,Business,3.8,8/23/2020
i05720,Benjamin Hall,AI,3.2,8/28/2021
i05721,Vihaan Johnson,Design,3.4,9/25/2020
i05722,Aarav Patel,Data Science,3.1,12/6/2020
i05723,Mia Thomas,Math,3.8,7/29/2019
i05724,Meera Lee,Biology,4.5,6/29/2021
i05725,Benjamin Walker,Biology,4.5,3/6/2018
i05726,Ethan Moore,Biology,3.7,3/31/2021
i05727,Arjun Singh,Biology,3.1,12/7/2021
i05728,Eva Clark,Math,4.9,3/24/2020
i05729,Vihaan Taylor,History,3.8,8/8/2018
i05730,Eva Martin,Business,3.3,3/22/2021
i05731,Eva Thomas,Biology,3.3,12/16/2021
i05732,Vihaan Martin,Business,4.7,6/12/2020
i05733,Meera Martin,Business,3.4,12/12/2018
i05734,Lucas Moore,Music,4.4,12/19/2020
i05735,Lucas Verma,History,3.7,3/3/2019
i05736,Aarav Anderson,Math,4.8,3/29/2018
i05737,Emma Moore,Business,3,1/22/2020
i05738,Meera Hall,Math,3.2,2/18/2018
i05739,Mia Verma,Business,3.3,10/20/2021
i05740,Zara Miller,Business,4.2,10/8/2020
i05741,Amelia Patel,Business,3.7,5/29/2020
i05742,Lucas Davis,AI,4.8,2/5/2021
i05743,Vihaan Miller,Physics,3.9,3/21/2018
i05744,Emma Anderson,Design,3.9,4/14/2018
i05745,Liam Anderson,Music,3.7,5/26/2018
i05746,Eva Davis,Business,4.1,11/21/2021
i05747,Riya Taylor,Biology,4.7,1/18/2021
i05748,Meera Wilson,Design,3.6,9/6/2018
i05749,Karan Singh,Math,4.3,2/13/2018
i05750,Aanya Taylor,Music,3.8,6/2/2018
i05751,Emma Martin,Data Science,3.7,1/23/2021
i05752,Zara Patel,AI,3.1,4/11/2021
i05753,Noah Thomas,AI,4.4,9/14/2019
i05754,Meera Thomas,Physics,4.3,7/14/2018
i05755,Mia Martin,Data Science,3.8,10/9/2021
i05756,Lucas Lee,Music,4.9,8/20/2021
i05757,Karan Smith,Programming,4.7,2/6/2019
i05758,Karan Anderson,Data Science,4.5,5/6/2021
i05759,Amelia Wilson,Business,3.4,2/7/2020
i05760,Eva Miller,AI,4.5,5/10/2018
i05761,Isabella Lewis,AI,4.4,9/18/2019
i05762,Riya Moore,History,3.1,2/7/2020
i05763,Isabella Davis,History,3.3,7/6/2020
i05764,Vihaan Smith,Biology,3,10/17/2020
i05765,Liam Moore,Physics,4.6,2/1/2021
i05766,Aarav Moore,Business,3.8,5/1/2018
i05767,Vihaan Walker,Biology,4.5,7/23/2019
i05768,Liam Wilson,Design,3.3,9/7/2019
i05769,Emma Wilson,AI,4.9,5/28/2019
i05770,Sophia Davis,Math,4.3,7/28/2019
i05771,Aanya Thomas,Music,3.6,12/25/2018
i05772,Arjun Singh,Music,4.6,3/19/2019
i05773,Benjamin Hall,Music,3.3,6/15/2021
i05774,Meera Sharma,Design,3.8,12/30/2020
i05775,Isabella Brown,AI,3.8,1/26/2020
i05776,Riya Johnson,Math,3.6,2/16/2020
i05777,Eva Anderson,Design,3.4,4/29/2019
i05778,Karan Verma,Design,3.4,8/13/2020
i05779,Isabella Singh,Business,3.6,1/9/2018
i05780,Aarav Brown,Data Science,4.5,8/20/2021
i05781,Mia Hall,Data Science,4.5,11/13/2021
i05782,Noah Walker,AI,3.6,7/27/2021
i05783,Meera Brown,Music,3.4,3/30/2018
i05784,Noah Taylor,Biology,3,11/1/2021
i05785,Sophia Miller,Business,4.4,4/24/2018
i05786,Benjamin Taylor,Programming,3.4,10/9/2021
i05787,Ethan Anderson,Math,4.8,10/24/2018
i05788,Liam Thomas,Music,4.6,10/25/2019
i05789,Amelia Taylor,Math,3.3,2/3/2019
i05790,Noah Verma,Business,3.2,3/19/2018
i05791,Amelia Walker,Business,4,9/25/2021
i05792,Meera Moore,Design,3.3,10/11/2019
i05793,Benjamin Verma,Math,4.9,2/18/2021
i05794,Eva Brown,Physics,3.8,10/17/2021
i05795,Noah Clark,Programming,4.1,8/27/2021
i05796,Emma Thomas,Math,3.5,8/16/2021
i05797,Vihaan Walker,History,3.1,8/16/2021
i05798,Amelia Moore,History,3.9,1/12/2021
i05799,Sophia Taylor,Music,3.1,10/17/2020
i05800,Ethan Taylor,Design,4,1/8/2018
i05801,Amelia Thomas,Programming,3,3/21/2020
i05802,Benjamin Johnson,Music,3.9,7/12/2018
i05803,Emma Taylor,Physics,4.9,5/19/2020
i05804,Meera Thomas,Music,3.8,2/11/2021
i05805,Eva Brown,Biology,4.7,6/14/2018
i05806,Mia Patel,Programming,3,1/8/2018
i05807,Meera Davis,AI,3.6,9/15/2018
i05808,Ethan Brown,Music,4.3,5/2/2021
i05809,Isabella Verma,Data Science,4,5/8/2019
i05810,Aanya Clark,Business,4.2,10/20/2018
i05811,Karan Sharma,History,4.1,7/5/2021
i05812,Sophia Davis,Math,3.1,1/6/2018
i05813,Aanya Wilson,Music,3.6,7/15/2019
i05814,Emma Davis,Music,3.1,11/9/2021
i05815,Karan Johnson,Physics,3.2,6/28/2018
i05816,Sophia Martin,Music,4.9,6/7/2018
i05817,Sophia Taylor,Business,3.1,8/27/2020
i05818,Sophia Martin,Design,4,8/14/2021
i05819,Mia Patel,Music,3.5,12/28/2020
i05820,Isabella Singh,Business,4.4,7/3/2019
i05821,Vihaan Lee,Math,3.6,2/3/2021
i05822,Eva Thomas,History,3,6/25/2020
i05823,Riya Martin,Math,3.3,3/8/2020
i05824,Zara Walker,History,3.1,12/11/2019
i05825,Noah Sharma,AI,4.7,5/27/2018
i05826,Riya Singh,Music,5,12/27/2019
i05827,Ethan Patel,Business,4.9,9/11/2021
i05828,Vihaan Anderson,Biology,4.8,3/11/2018
i05829,Eva Miller,Math,4.8,9/14/2021
i05830,Isabella Smith,Math,4,4/3/2021
i05831,Aarav Sharma,Music,4,9/3/2019
i05832,Amelia Moore,Design,4,11/7/2021
i05833,Meera Patel,Business,3.7,1/22/2019
i05834,Aarav Martin,Physics,4.1,11/21/2020
i05835,Benjamin Verma,Biology,4.4,2/15/2019
i05836,Zara Taylor,Music,3.7,5/14/2018
i05837,Lucas Wilson,History,3.6,1/17/2021
i05838,Eva Taylor,Biology,3,9/14/2021
i05839,Karan Singh,Business,3,8/25/2019
i05840,Arjun Patel,Physics,3.9,4/5/2019
i05841,Arjun Wilson,Business,4.1,9/22/2018
i05842,Riya Davis,Data Science,3.1,9/6/2018
i05843,Olivia Hall,Physics,3.2,6/18/2019
i05844,Arjun Anderson,Data Science,4.6,2/23/2019
i05845,Benjamin Thomas,Physics,3.2,9/26/2019
i05846,Aanya Moore,Programming,3.3,3/1/2021
i05847,Benjamin Johnson,Biology,3.4,4/24/2018
i05848,Zara Smith,Music,3,7/18/2021
i05849,Olivia Wilson,History,3.8,5/12/2019
i05850,Aarav Hall,Design,4.5,12/13/2020
i05851,Benjamin Verma,Music,4.6,4/18/2020
i05852,Olivia Moore,Math,4.6,8/3/2019
i05853,Aanya Moore,Design,3.3,2/18/2019
i05854,Riya Brown,Programming,4.9,9/14/2018
i05855,Riya Moore,Music,4.5,3/5/2018
i05856,Karan Anderson,Biology,3.6,4/3/2021
i05857,Aanya Martin,AI,4.6,6/12/2018
i05858,Sophia Clark,Math,4.4,9/7/2018
i05859,Benjamin Walker,AI,3.2,3/11/2018
i05860,Riya Johnson,Music,4.6,2/26/2020
i05861,Zara Miller,AI,3.6,3/11/2020
i05862,Lucas Johnson,Math,4.7,4/21/2019
i05863,Eva Martin,Data Science,4.2,1/4/2019
i05864,Olivia Anderson,Music,3.9,6/2/2018
i05865,Ethan Taylor,Music,4.9,3/25/2019
i05866,Eva Singh,Design,4.5,3/6/2021
i05867,Isabella Lewis,Music,4.4,9/3/2018
i05868,Vihaan Lee,AI,4.1,3/30/2020
i05869,Lucas Hall,Biology,4,7/4/2018
i05870,Lucas Clark,Design,5,3/30/2021
i05871,Riya Davis,Design,4.2,4/24/2021
i05872,Zara Walker,Math,4.7,9/14/2019
i05873,Vihaan Wilson,Design,4.2,10/7/2018
i05874,Amelia Brown,AI,3.4,1/16/2021
i05875,Liam Lewis,Music,3.5,2/25/2021
i05876,Vihaan Smith,Biology,4,5/16/2021
i05877,Meera Davis,History,4,6/7/2021
i05878,Zara Thomas,Design,3.6,3/10/2020
i05879,Aarav Wilson,Physics,5,5/13/2021
i05880,Riya Lee,Physics,4.6,3/22/2019
i05881,Sophia Clark,Biology,5,8/18/2020
i05882,Eva Wilson,Math,4.5,5/1/2018
i05883,Liam Martin,Math,4.3,9/4/2019
i05884,Ethan Sharma,History,3.6,8/13/2018
i05885,Meera Anderson,Physics,3.3,9/27/2020
i05886,Isabella Verma,Music,3.3,1/22/2019
i05887,Amelia Anderson,Physics,3.3,11/22/2019
i05888,Zara Walker,Biology,3.3,12/19/2019
i05889,Meera Martin,Music,3.3,2/18/2021
i05890,Ethan Moore,Biology,3.2,8/1/2019
i05891,Amelia Patel,Design,3.3,4/24/2018
i05892,Emma Anderson,History,3.6,2/9/2018
i05893,Mia Lee,Design,3.2,10/16/2021
i05894,Lucas Thomas,Math,3.7,4/24/2019
i05895,Emma Lewis,Music,4.8,6/1/2018
i05896,Sophia Sharma,Programming,4.7,4/16/2019
i05897,Zara Patel,Music,4,8/13/2018
i05898,Olivia Miller,Design,4.7,9/18/2019
i05899,Karan Singh,History,4,10/10/2018
i05900,Aanya Sharma,Business,4.5,2/19/2021
i05901,Lucas Wilson,Design,4.8,9/29/2018
i05902,Riya Wilson,Music,3.9,2/26/2018
i05903,Benjamin Singh,AI,3.3,6/16/2021
i05904,Benjamin Wilson,AI,3.2,3/9/2018
i05905,Ethan Wilson,Design,3.9,5/15/2021
i05906,Meera Moore,History,4.6,12/5/2018
i05907,Amelia Moore,Biology,4.6,3/25/2021
i05908,Aarav Wilson,Math,3.1,4/26/2020
i05909,Zara Patel,Music,3.7,10/5/2019
i05910,Lucas Miller,Music,4.3,6/14/2018
i05911,Sophia Walker,History,3.1,1/12/2020
i05912,Lucas Taylor,Math,3.8,4/27/2019
i05913,Amelia Moore,AI,3.4,7/15/2021
i05914,Riya Brown,Programming,3.7,5/29/2019
i05915,Zara Verma,History,3.7,11/28/2019
i05916,Eva Sharma,Data Science,3.7,3/25/2018
i05917,Ethan Hall,Programming,3.9,6/17/2018
i05918,Olivia Smith,AI,4,3/31/2020
i05919,Mia Johnson,Physics,3.7,10/27/2021
i05920,Noah Wilson,Programming,3.3,3/22/2020
i05921,Olivia Miller,AI,3.2,7/20/2021
i05922,Zara Smith,Physics,3.4,4/23/2019
i05923,Liam Johnson,Design,4,7/31/2021
i05924,Emma Johnson,Music,4.9,10/10/2020
i05925,Sophia Verma,Biology,4.3,11/26/2018
i05926,Sophia Hall,Data Science,3.2,7/7/2019
i05927,Isabella Walker,Math,3.4,10/20/2020
i05928,Sophia Wilson,Music,4.3,5/25/2019
i05929,Noah Anderson,AI,4.4,12/25/2020
i05930,Isabella Miller,Physics,4.9,12/23/2021
i05931,Isabella Miller,AI,3.3,7/30/2020
i05932,Eva Thomas,Business,3.9,8/23/2019
i05933,Aarav Lee,Physics,4.7,3/11/2020
i05934,Meera Patel,Data Science,4.2,6/9/2020
i05935,Noah Brown,Physics,4,11/25/2020
i05936,Ethan Miller,History,3.3,1/20/2019
i05937,Eva Lee,Biology,4.9,12/25/2018
i05938,Zara Walker,Physics,4.4,8/24/2019
i05939,Zara Lee,Business,3.4,9/2/2018
i05940,Emma Martin,Music,3.7,9/18/2019
i05941,Meera Hall,Biology,4.1,10/30/2020
i05942,Arjun Martin,Business,3.5,11/16/2021
i05943,Arjun Martin,Physics,3.9,8/21/2020
i05944,Isabella Lee,Design,4.2,4/28/2021
i05945,Aanya Davis,History,4.6,6/22/2020
i05946,Riya Martin,Music,4,3/15/2021
i05947,Aanya Brown,Math,4.6,3/31/2018
i05948,Zara Wilson,Design,4.2,7/22/2018
i05949,Vihaan Hall,Design,3.9,4/5/2021
i05950,Isabella Hall,Programming,4.3,7/18/2020
i05951,Lucas Clark,AI,4.2,7/3/2020
i05952,Arjun Singh,Physics,4.9,8/14/2018
i05953,Amelia Brown,Math,4,10/5/2019
i05954,Benjamin Johnson,Programming,4.3,1/5/2018
i05955,Olivia Lewis,Business,3.6,3/14/2021
i05956,Mia Moore,Data Science,4.8,4/9/2020
i05957,Sophia Singh,Data Science,4.1,3/4/2018
i05958,Meera Verma,Math,3.4,9/16/2019
i05959,Eva Patel,Biology,3.7,4/6/2018
i05960,Emma Singh,Physics,3.8,3/10/2018
i05961,Amelia Clark,Music,3.8,12/22/2020
i05962,Ethan Taylor,Business,3.9,10/25/2018
i05963,Eva Johnson,Math,3.9,8/10/2019
i05964,Ethan Hall,History,3.4,12/21/2020
i05965,Vihaan Walker,Biology,3.7,9/3/2021
i05966,Emma Davis,Business,3.7,2/20/2019
i05967,Meera Walker,Biology,3.8,6/28/2021
i05968,Emma Miller,Programming,3.3,8/18/2021
i05969,Sophia Wilson,Music,4.1,5/6/2019
i05970,Aanya Clark,Business,3.9,1/17/2019
i05971,Lucas Taylor,Physics,3.6,4/21/2020
i05972,Lucas Anderson,Physics,4.2,7/1/2021
i05973,Aarav Thomas,Programming,4.3,9/9/2020
i05974,Arjun Sharma,Programming,3.2,5/6/2021
i05975,Zara Smith,AI,3.3,11/26/2021
i05976,Emma Moore,Physics,3.2,12/14/2021
i05977,Vihaan Miller,Physics,4.5,3/12/2019
i05978,Lucas Davis,Design,3.4,3/15/2019
i05979,Karan Taylor,Music,3.7,4/28/2019
i05980,Arjun Anderson,Design,3.2,6/16/2019
i05981,Amelia Clark,History,3.5,9/25/2018
i05982,Liam Martin,Biology,3.5,6/9/2021
i05983,Lucas Lee,History,3.3,1/16/2019
i05984,Vihaan Verma,History,4.4,1/28/2018
i05985,Sophia Davis,Physics,4.7,1/18/2020
i05986,Zara Johnson,Business,4.1,8/22/2020
i05987,Isabella Lee,AI,3.4,3/23/2021
i05988,Aarav Clark,Business,4.7,4/2/2020
i05989,Ethan Miller,Physics,3,9/26/2018
i05990,Liam Martin,Data Science,4.7,11/17/2019
i05991,Amelia Smith,Programming,4.9,9/18/2019
i05992,Zara Thomas,Math,3.2,10/4/2018
i05993,Noah Miller,Physics,4.9,8/7/2019
i05994,Sophia Hall,Physics,3,1/13/2021
i05995,Sophia Lee,Biology,4,11/22/2021
i05996,Emma Johnson,Data Science,3.7,1/14/2018
i05997,Noah Patel,Business,4.3,1/29/2020
i05998,Benjamin Brown,Music,4.1,6/26/2018
i05999,Mia Taylor,Music,3.7,7/9/2020
i06000,Olivia Miller,Physics,3.3,6/30/2019
i06001,Aarav Verma,Math,4.1,4/25/2020
i06002,Eva Verma,History,3.2,2/17/2020
i06003,Vihaan Verma,Math,3,7/25/2019
i06004,Aanya Martin,Data Science,3.5,9/27/2020
i06005,Emma Sharma,Math,3.6,9/4/2021
i06006,Liam Lewis,Design,3.9,11/18/2018
i06007,Emma Davis,Programming,4.5,12/1/2018
i06008,Isabella Lewis,AI,4.7,2/12/2020
i06009,Olivia Lee,Physics,3.4,4/15/2018
i06010,Amelia Walker,Math,3.6,3/17/2020
i06011,Sophia Sharma,Business,4.1,2/27/2018
i06012,Eva Patel,History,3.1,12/25/2021
i06013,Vihaan Martin,Physics,4.7,6/9/2019
i06014,Mia Verma,Programming,4.3,12/5/2020
i06015,Ethan Sharma,Business,3.7,10/25/2019
i06016,Olivia Brown,Business,4.6,5/4/2019
i06017,Karan Hall,Design,3,11/23/2018
i06018,Amelia Lewis,Design,4.9,5/20/2021
i06019,Lucas Johnson,Data Science,4.6,9/13/2018
i06020,Olivia Lee,Programming,3.1,5/6/2019
i06021,Benjamin Walker,Math,3.7,8/19/2020
i06022,Mia Sharma,Programming,4.3,1/12/2019
i06023,Riya Walker,Biology,4.9,3/25/2018
i06024,Benjamin Sharma,Physics,3.2,9/13/2018
i06025,Benjamin Wilson,Music,3.4,9/30/2021
i06026,Amelia Lee,Programming,3.6,4/14/2020
i06027,Emma Hall,History,3.8,10/20/2019
i06028,Riya Smith,Physics,3.2,11/15/2021
i06029,Vihaan Patel,Biology,3.5,3/17/2020
i06030,Zara Singh,Design,4.1,12/24/2019
i06031,Olivia Martin,Data Science,4.7,9/26/2019
i06032,Aarav Miller,Physics,4.4,9/5/2020
i06033,Noah Taylor,Biology,4.5,3/1/2019
i06034,Olivia Hall,Music,4.6,7/31/2019
i06035,Meera Lee,History,4.5,8/1/2020
i06036,Zara Taylor,Business,3.8,10/9/2021
i06037,Arjun Lewis,AI,3.4,4/22/2018
i06038,Aanya Johnson,Physics,4.8,6/5/2021
i06039,Riya Verma,Physics,3.6,5/10/2021
i06040,Liam Martin,Math,3.4,5/15/2021
i06041,Ethan Moore,Physics,5,6/23/2018
i06042,Aanya Wilson,Music,4,12/5/2019
i06043,Lucas Moore,Music,3.4,6/3/2018
i06044,Olivia Davis,Biology,3.4,4/25/2018
i06045,Lucas Brown,AI,4.9,12/31/2019
i06046,Arjun Taylor,Math,4.5,12/3/2021
i06047,Noah Anderson,Design,3.1,9/18/2020
i06048,Aarav Miller,AI,4.3,6/3/2019
i06049,Ethan Verma,Math,4.2,5/3/2021
i06050,Isabella Smith,Data Science,4.1,10/7/2021
i06051,Arjun Brown,Physics,4.9,4/22/2021
i06052,Lucas Sharma,Business,3.8,10/5/2021
i06053,Aanya Sharma,Data Science,3.2,3/20/2018
i06054,Mia Taylor,Math,4.9,9/9/2019
i06055,Olivia Verma,Biology,3.4,12/3/2020
i06056,Olivia Hall,Business,3.2,8/14/2021
i06057,Emma Davis,AI,4.6,7/28/2020
i06058,Zara Sharma,Math,3.6,7/20/2018
i06059,Aanya Martin,Data Science,4.8,1/27/2020
i06060,Olivia Singh,Design,3.3,6/8/2021
i06061,Vihaan Verma,Design,4.8,9/22/2020
i06062,Benjamin Miller,Data Science,4.7,5/23/2018
i06063,Benjamin Martin,Business,3.1,2/2/2018
i06064,Noah Miller,Music,4.4,10/9/2019
i06065,Arjun Taylor,Design,4.5,3/4/2019
i06066,Aarav Brown,Music,4.4,6/23/2019
i06067,Emma Martin,Biology,4.7,1/13/2018
i06068,Mia Moore,Programming,3.6,3/30/2020
i06069,Zara Anderson,Design,4.1,10/16/2018
i06070,Noah Taylor,Programming,3.5,5/31/2019
i06071,Benjamin Walker,Music,3.7,12/25/2020
i06072,Meera Johnson,History,4.3,12/10/2021
i06073,Amelia Davis,Physics,4.3,5/17/2019
i06074,Meera Moore,Design,4,9/13/2021
i06075,Meera Patel,Business,5,7/5/2020
i06076,Olivia Anderson,Music,4.4,8/26/2019
i06077,Eva Verma,Business,3.9,8/2/2020
i06078,Ethan Thomas,Business,4.3,9/22/2020
i06079,Riya Lewis,Physics,4.4,3/30/2020
i06080,Emma Hall,History,4.8,11/27/2021
i06081,Meera Lee,Data Science,3.3,3/14/2019
i06082,Sophia Martin,Programming,4.7,10/29/2020
i06083,Lucas Walker,Business,4.7,6/29/2018
i06084,Sophia Walker,Biology,4.6,9/15/2020
i06085,Ethan Walker,AI,4.4,6/19/2019
i06086,Eva Walker,Biology,4.3,1/29/2021
i06087,Riya Martin,AI,3.8,12/15/2018
i06088,Isabella Wilson,Design,4.1,12/6/2020
i06089,Isabella Thomas,Physics,4,11/29/2019
i06090,Meera Patel,Music,4.9,11/16/2019
i06091,Amelia Davis,History,3.4,11/2/2019
i06092,Eva Verma,Business,4.5,8/5/2018
i06093,Ethan Thomas,Biology,3.4,8/23/2018
i06094,Noah Wilson,Data Science,3.9,1/4/2020
i06095,Eva Patel,Biology,3.2,6/28/2019
i06096,Arjun Hall,Data Science,4.7,4/3/2020
i06097,Noah Clark,Programming,3.9,4/24/2019
i06098,Noah Wilson,Music,3.8,9/23/2019
i06099,Vihaan Taylor,History,4.2,7/8/2019
i06100,Mia Miller,Design,4.4,9/8/2021
i06101,Karan Walker,Design,4.2,3/2/2018
i06102,Arjun Martin,Programming,3.2,3/30/2018
i06103,Mia Walker,Math,4.4,3/16/2019
i06104,Noah Verma,History,4,12/11/2018
i06105,Zara Clark,Design,3.6,12/7/2019
i06106,Amelia Walker,Business,4.1,8/6/2018
i06107,Isabella Davis,AI,4.2,5/23/2018
i06108,Arjun Walker,History,3.9,6/17/2018
i06109,Vihaan Davis,Programming,4.1,9/20/2021
i06110,Benjamin Johnson,Design,3.5,2/28/2020
i06111,Benjamin Clark,Business,3.7,3/21/2018
i06112,Olivia Martin,Music,3.8,2/12/2020
i06113,Mia Lewis,Music,4,5/11/2021
i06114,Ethan Brown,Data Science,4.6,6/11/2018
i06115,Meera Sharma,Data Science,4.5,9/19/2021
i06116,Benjamin Martin,Data Science,4.9,7/28/2019
i06117,Ethan Lewis,Data Science,5,12/18/2018
i06118,Meera Clark,Math,3.5,9/24/2018
i06119,Aarav Smith,Music,3.4,4/4/2018
i06120,Zara Martin,Data Science,4.3,4/26/2018
i06121,Karan Verma,Design,4.6,6/23/2020
i06122,Aarav Sharma,Business,4.8,9/20/2019
i06123,Aanya Clark,Business,4.7,12/19/2021
i06124,Meera Wilson,Data Science,4.5,10/31/2021
i06125,Aanya Verma,Programming,4,4/3/2020
i06126,Eva Martin,Biology,4.5,5/4/2019
i06127,Vihaan Clark,Data Science,4.1,11/7/2021
i06128,Noah Anderson,Design,4.1,6/26/2019
i06129,Vihaan Lewis,History,4.8,2/14/2018
i06130,Ethan Verma,Data Science,3.8,3/1/2019
i06131,Zara Thomas,Music,4.6,9/11/2018
i06132,Vihaan Verma,AI,3.6,1/12/2021
i06133,Vihaan Moore,Data Science,4.5,2/26/2018
i06134,Noah Anderson,Data Science,3.7,11/30/2019
i06135,Sophia Brown,Physics,4.5,6/4/2018
i06136,Riya Sharma,AI,3.2,9/4/2019
i06137,Riya Taylor,History,4.8,2/11/2020
i06138,Eva Wilson,Business,4.3,6/14/2020
i06139,Eva Johnson,AI,4.6,6/10/2018
i06140,Liam Walker,Design,3.1,7/25/2021
i06141,Emma Lewis,AI,4.5,11/25/2021
i06142,Isabella Sharma,Math,4.1,8/1/2018
i06143,Noah Wilson,Design,4.4,4/23/2018
i06144,Liam Hall,Math,4.7,6/3/2021
i06145,Karan Taylor,Business,4.4,2/12/2021
i06146,Arjun Patel,Biology,4.8,2/24/2021
i06147,Amelia Thomas,Biology,3.1,1/4/2020
i06148,Eva Brown,Music,4.7,1/13/2020
i06149,Eva Walker,Math,3.5,4/16/2018
i06150,Karan Walker,History,3.1,5/5/2019
i06151,Ethan Taylor,Physics,3.8,6/30/2018
i06152,Zara Sharma,Data Science,4.6,4/12/2019
i06153,Aarav Singh,Physics,3.5,3/4/2018
i06154,Karan Lewis,Physics,3.1,5/18/2018
i06155,Sophia Sharma,Business,4.5,3/4/2020
i06156,Mia Lee,Physics,3.6,11/20/2020
